Date,Plot ,Order,Family ,Genus ,adult_juvenile,
6/28/2023,204,Thysanoptera,na,na,na,adult
6/28/2023,204,Thysanoptera,na,na,na,adult
6/28/2023,204,Thysanoptera,na,na,na,adult
6/28/2023,204,Thysanoptera,na,na,na,adult
6/28/2023,204,Thysanoptera,na,na,na,adult
6/28/2023,204,Thysanoptera,na,na,na,adult
6/28/2023,204,Thysanoptera,na,na,na,adult
6/28/2023,204,Thysanoptera,na,na,na,adult
6/28/2023,204,Thysanoptera,na,na,na,adult
6/28/2023,204,Thysanoptera,na,na,na,adult
6/28/2023,204,Thysanoptera,na,na,na,adult
6/28/2023,204,Thysanoptera,na,na,na,adult
6/28/2023,204,Thysanoptera,na,na,na,adult
6/28/2023,204,Thysanoptera,na,na,na,adult
6/28/2023,204,Thysanoptera,na,na,na,adult
6/28/2023,204,Thysanoptera,na,na,na,adult
6/28/2023,204,Thysanoptera,na,na,na,adult
6/28/2023,204,Thysanoptera,na,na,na,adult
6/28/2023,204,Thysanoptera,na,na,na,adult
6/28/2023,204,Thysanoptera,na,na,na,adult
6/28/2023,204,Thysanoptera,na,na,na,adult
6/28/2023,204,Thysanoptera,na,na,na,adult
6/28/2023,204,Thysanoptera,na,na,na,adult
6/28/2023,204,Thysanoptera,na,na,na,adult
6/28/2023,204,Thysanoptera,na,na,na,adult
6/28/2023,204,Thysanoptera,na,na,na,adult
6/28/2023,204,Thysanoptera,na,na,na,adult
6/28/2023,204,Thysanoptera,na,na,na,adult
6/28/2023,204,Thysanoptera,na,na,na,adult
6/28/2023,204,Thysanoptera,na,na,na,adult
6/28/2023,204,Thysanoptera,na,na,na,adult
6/28/2023,204,Thysanoptera,na,na,na,adult
6/28/2023,204,Thysanoptera,na,na,na,adult
6/28/2023,204,Thysanoptera,na,na,na,adult
6/28/2023,204,Thysanoptera,na,na,na,adult
6/28/2023,204,Thysanoptera,na,na,na,adult
6/28/2023,204,Thysanoptera,na,na,na,adult
6/28/2023,204,Thysanoptera,na,na,na,adult
6/28/2023,204,Thysanoptera,na,na,na,adult
6/28/2023,204,Thysanoptera,na,na,na,adult
6/28/2023,204,Thysanoptera,na,na,na,adult
6/28/2023,204,Thysanoptera,na,na,na,adult
6/28/2023,204,Thysanoptera,na,na,na,adult
6/28/2023,204,Thysanoptera,na,na,na,adult
6/28/2023,204,Thysanoptera,na,na,na,adult
6/28/2023,204,Thysanoptera,na,na,na,adult
6/28/2023,204,Thysanoptera,na,na,na,adult
6/28/2023,204,Thysanoptera,na,na,na,adult
6/28/2023,204,Thysanoptera,na,na,na,adult
6/28/2023,204,Thysanoptera,na,na,na,adult
6/28/2023,204,Thysanoptera,na,na,na,adult
6/28/2023,204,Thysanoptera,na,na,na,adult
6/28/2023,204,Thysanoptera,na,na,na,adult
6/28/2023,204,Thysanoptera,na,na,na,adult
6/28/2023,204,Thysanoptera,na,na,na,adult
6/28/2023,204,Thysanoptera,na,na,na,adult
6/28/2023,204,Thysanoptera,na,na,na,adult
6/28/2023,204,Thysanoptera,na,na,na,adult
6/28/2023,204,Thysanoptera,na,na,na,adult
6/28/2023,204,Thysanoptera,na,na,na,adult
6/28/2023,202,Hemiptera,Heteroptera,Lygaeidae,na,juvenile
6/28/2023,202,Hemiptera,Heteroptera,Lygaeidae,na,juvenile
6/28/2023,202,Orthoptera,Caelifera,na,na,juvenile
6/28/2023,202,Hemiptera,Auchenorrhynca,Cicadelidae,na,adult
6/28/2023,202,Thysanoptera,na,na,na,adult
6/28/2023,202,Thysanoptera,na,na,na,adult
6/28/2023,202,Thysanoptera,na,na,na,adult
6/28/2023,202,Thysanoptera,na,na,na,adult
6/28/2023,202,Thysanoptera,na,na,na,adult
6/28/2023,202,Thysanoptera,na,na,na,adult
6/28/2023,202,Thysanoptera,na,na,na,adult
6/28/2023,202,Thysanoptera,na,na,na,adult
6/28/2023,202,Thysanoptera,na,na,na,adult
6/28/2023,202,Thysanoptera,na,na,na,adult
6/28/2023,202,Thysanoptera,na,na,na,adult
6/28/2023,202,Thysanoptera,na,na,na,adult
6/28/2023,202,Thysanoptera,na,na,na,adult
6/28/2023,202,Thysanoptera,na,na,na,adult
6/28/2023,202,Thysanoptera,na,na,na,adult
6/28/2023,202,Thysanoptera,na,na,na,adult
6/28/2023,202,Thysanoptera,na,na,na,adult
6/28/2023,202,Thysanoptera,na,na,na,adult
6/28/2023,202,Thysanoptera,na,na,na,adult
6/28/2023,202,Thysanoptera,na,na,na,adult
6/28/2023,202,Thysanoptera,na,na,na,adult
6/28/2023,202,Thysanoptera,na,na,na,adult
6/28/2023,202,Coleoptera,na,Carabidae,Paratachys,adult
6/28/2023,102,Araneomorpha,na,Thomisidae,misumenoides,juvenile
6/28/2023,102,Hemiptera,Heteroptera,Lygaeidae,na,adult
6/28/2023,102,Hemiptera,Heteroptera,Lygaeidae,na,adult
6/28/2023,102,Araneomorpha,na,Linyphiidae,na,adult
6/28/2023,102,Hemiptera,Sternorrhyncha,Aphidae,na,adult
6/28/2023,102,Hemiptera,Sternorrhyncha,Aphidae,na,adult
6/28/2023,102,Hemiptera,Sternorrhyncha,Aphidae,na,adult
6/28/2023,102,Coleoptera,na,Chrysomelidae,na,adult
6/28/2023,102,Coleoptera,na,Chrysomelidae,na,adult
6/28/2023,102,Orthoptera,Caelifera,na,na,juvenile
6/28/2023,102,Orthoptera,Caelifera,na,na,juvenile
6/28/2023,102,Orthoptera,Caelifera,na,na,juvenile
6/28/2023,102,Hemiptera,Auchenorrhynca,Pentatomidae,na,juvenile
6/28/2023,102,Coleoptera,na,Chrysomelidae,na,adult
6/28/2023,102,Coleoptera,na,Chrysomelidae,na,adult
6/28/2023,102,Thysanoptera,na,na,na,adult
6/28/2023,102,Thysanoptera,na,na,na,adult
6/28/2023,102,Thysanoptera,na,na,na,adult
6/28/2023,102,Thysanoptera,na,na,na,adult
6/28/2023,102,Thysanoptera,na,na,na,adult
6/28/2023,102,Thysanoptera,na,na,na,adult
6/28/2023,301,Thysanoptera,na,na,na,adult
6/28/2023,301,Thysanoptera,na,na,na,adult
6/28/2023,301,Thysanoptera,na,na,na,adult
6/28/2023,301,Thysanoptera,na,na,na,adult
6/28/2023,301,Thysanoptera,na,na,na,adult
6/28/2023,301,Thysanoptera,na,na,na,adult
6/28/2023,301,Thysanoptera,na,na,na,adult
6/28/2023,301,Thysanoptera,na,na,na,adult
6/28/2023,301,Thysanoptera,na,na,na,adult
6/28/2023,301,Thysanoptera,na,na,na,adult
6/28/2023,301,Thysanoptera,na,na,na,adult
6/28/2023,301,Thysanoptera,na,na,na,adult
6/28/2023,301,Thysanoptera,na,na,na,adult
6/28/2023,301,Thysanoptera,na,na,na,adult
6/28/2023,301,Thysanoptera,na,na,na,adult
6/28/2023,301,Thysanoptera,na,na,na,adult
6/28/2023,301,Thysanoptera,na,na,na,adult
6/28/2023,301,Thysanoptera,na,na,na,adult
6/28/2023,301,Thysanoptera,na,na,na,adult
6/28/2023,301,Thysanoptera,na,na,na,adult
6/28/2023,301,Thysanoptera,na,na,na,adult
6/28/2023,301,Thysanoptera,na,na,na,adult
6/28/2023,301,Thysanoptera,na,na,na,adult
6/28/2023,301,Thysanoptera,na,na,na,adult
6/28/2023,301,Thysanoptera,na,na,na,adult
6/28/2023,301,Thysanoptera,na,na,na,adult
6/28/2023,301,Thysanoptera,na,na,na,adult
6/28/2023,301,Thysanoptera,na,na,na,adult
6/28/2023,301,Thysanoptera,na,na,na,adult
6/28/2023,301,Thysanoptera,na,na,na,adult
6/28/2023,301,Thysanoptera,na,na,na,adult
6/28/2023,301,Thysanoptera,na,na,na,adult
6/28/2023,301,Thysanoptera,na,na,na,adult
6/28/2023,301,Thysanoptera,na,na,na,adult
6/28/2023,301,Thysanoptera,na,na,na,adult
6/28/2023,301,Thysanoptera,na,na,na,adult
6/28/2023,301,Thysanoptera,na,na,na,adult
6/28/2023,301,Thysanoptera,na,na,na,adult
6/28/2023,301,Thysanoptera,na,na,na,adult
6/28/2023,301,Thysanoptera,na,na,na,adult
6/28/2023,301,Hemiptera,Sternorrhyncha,Aphidae,na,adult
6/28/2023,301,Hemiptera,Auchenorrhynca,Cicadelidae,na,adult
7/26/2023,204,Hemiptera,Heteroptera,Anthocoridae,na,adult
7/26/2023,204,Hemiptera,Heteroptera,Lygaeidae,na,adult
7/26/2023,204,Hemiptera,Heteroptera,Lygaeidae,na,adult
7/26/2023,204,Hemiptera,Heteroptera,Anthocoridae,na,adult
7/26/2023,204,Hemiptera,Heteroptera,Anthocoridae,na,adult
7/26/2023,204,Hemiptera,Heteroptera,Anthocoridae,na,adult
7/26/2023,204,Hemiptera,Heteroptera,Anthocoridae,na,adult
7/26/2023,204,Hemiptera,Heteroptera,Anthocoridae,na,adult
7/26/2023,204,Hemiptera,Heteroptera,Anthocoridae,na,adult
7/26/2023,204,Hemiptera,Heteroptera,Anthocoridae,na,adult
7/26/2023,204,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,204,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,204,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,204,Hemiptera,Sternorrhyncha,Aphidae,na,adult
7/26/2023,204,Hemiptera,Auchenorrhynca,Cicadelidae,na,adult
7/26/2023,204,Hemiptera,Auchenorrhynca,Cicadelidae,na,adult
7/26/2023,202,Araneomorphae,na,Thomisidae,Misumenoides,juvenile
7/26/2023,202,Hemiptera,Heteroptera,Lygaeidae,na,adult
7/26/2023,202,Hemiptera,Auchenorrhynca,Cicadelidae,na,adult
7/26/2023,202,Hemiptera,Auchenorrhynca,Cicadelidae,na,adult
7/26/2023,202,Hemiptera,Auchenorrhynca,Cicadelidae,na,adult
7/26/2023,202,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,202,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,202,Hemiptera,Heteroptera,Anthocoridae,na,adult
7/26/2023,202,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,203,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,203,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,203,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,203,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,203,Hemiptera,Heteroptera,Anthocoridae,na,adult
7/26/2023,203,Hemiptera,Heteroptera,Anthocoridae,na,adult
7/26/2023,203,Hemiptera,Heteroptera,Anthocoridae,na,adult
7/26/2023,203,Hemiptera,Heteroptera,Lygaeidae,na,adult
7/26/2023,203,Hemiptera,Heteroptera,Lygaeidae,na,adult
7/26/2023,203,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,104,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,104,Hemiptera,Heteroptera,Anthocoridae,na,adult
7/26/2023,104,Hemiptera,Auchenorrhynca,Cicadelidae,na,adult
7/26/2023,104,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,104,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,104,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,104,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,104,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,104,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,104,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,104,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,104,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,104,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,104,Hemiptera,Heteroptera,Lygaeidae,na,adult
7/26/2023,104,Hemiptera,Heteroptera,Anthocoridae,na,adult
7/26/2023,104,Hemiptera,Heteroptera,Anthocoridae,na,adult
7/26/2023,103,Thysanoptera,na,na,na,adult
7/26/2023,201,Araneomorphae,na,Thomisidae,na,juvenile
7/26/2023,201,Hemiptera,Heteroptera,Anthocoridae,na,adult
7/26/2023,201,Hemiptera,Heteroptera,Anthocoridae,na,adult
7/26/2023,201,Hemiptera,Heteroptera,Lygaeidae,na,adult
7/26/2023,201,Hemiptera,Heteroptera,Lygaeidae,na,adult
7/26/2023,201,Hemiptera,Auchenorrhynca,Cicadelidae,na,adult
7/26/2023,201,Hemiptera,Auchenorrhynca,Cicadelidae,na,adult
7/26/2023,201,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,201,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,201,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,201,Thysanoptera,na,na,na,adult
7/26/2023,301,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,301,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,301,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,301,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,301,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,301,Hemiptera,Auchenorrhynca,Cicadelidae,na,adult
7/26/2023,301,Hemiptera,Auchenorrhynca,Cicadelidae,na,adult
7/26/2023,301,Hemiptera,Heteroptera,Lygaeidae,na,adult
7/26/2023,301,Hemiptera,Heteroptera,Lygaeidae,na,adult
7/26/2023,301,Hemiptera,Heteroptera,Anthocoridae,na,adult
7/26/2023,301,Hemiptera,Heteroptera,Anthocoridae,na,adult
7/26/2023,301,Neuroptera,na,Chrysopidae,na,adult
7/26/2023,302,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,302,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,302,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,302,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,302,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,302,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,302,Hemiptera,Heteroptera,Lygaeidae,na,adult
7/26/2023,302,Hemiptera,Heteroptera,Lygaeidae,na,adult
7/26/2023,302,Hemiptera,Heteroptera,Lygaeidae,na,adult
7/26/2023,302,Hemiptera,Heteroptera,Anthocoridae,na,adult
7/26/2023,302,Hemiptera,Heteroptera,Anthocoridae,na,adult
7/26/2023,303,Hemiptera,Auchenorrhynca,Cicadelidae,na,adult
7/26/2023,303,Hemiptera,Auchenorrhynca,Cicadelidae,na,adult
7/26/2023,303,Hemiptera,Auchenorrhynca,Cicadelidae,na,adult
7/26/2023,303,Hemiptera,Auchenorrhynca,Cicadelidae,na,adult
7/26/2023,303,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,303,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,303,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,303,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,303,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,303,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,303,Hemiptera,Heteroptera,Lygaeidae,na,adult
7/26/2023,303,Hemiptera,Heteroptera,Lygaeidae,na,adult
7/26/2023,303,Hemiptera,Heteroptera,Anthocoridae,na,adult
7/26/2023,303,Hemiptera,Heteroptera,Anthocoridae,na,adult
7/26/2023,303,Araneomorphae,na,Tetragnathidae,tetragnatha,adult
7/26/2023,304,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,304,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,304,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,304,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,304,Hemiptera,Heteroptera,Anthocoridae,na,adult
7/26/2023,304,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,304,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,304,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,304,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,304,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,304,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,304,Hemiptera,Heteroptera,Anthocoridae,na,adult
7/26/2023,304,Hemiptera,Heteroptera,Anthocoridae,na,adult
7/26/2023,401,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,401,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,401,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,401,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,401,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,401,Hemiptera,Heteroptera,Lygaeidae,na,adult
7/26/2023,401,Hemiptera,Heteroptera,Lygaeidae,na,adult
7/26/2023,401,Hemiptera,Auchenorrhynca,Cicadelidae,na,adult
7/26/2023,401,Hemiptera,Heteroptera,Anthocoridae,na,adult
7/26/2023,402,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,402,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,402,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,402,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,402,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,402,Araneomorphae,na,Thomisidae,na,juvenile
7/26/2023,402,Hemiptera,Heteroptera,Lygaeidae,na,adult
7/26/2023,402,Hemiptera,Heteroptera,Anthocoridae,na,adult
7/26/2023,402,Hemiptera,Heteroptera,Anthocoridae,na,adult
7/26/2023,402,Hemiptera,Heteroptera,Anthocoridae,na,adult
7/26/2023,402,Hemiptera,Heteroptera,Anthocoridae,na,adult
7/26/2023,403,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,403,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,403,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,403,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,403,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,403,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,403,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,403,Hemiptera,Heteroptera,Lygaeidae,na,adult
7/26/2023,403,Hemiptera,Heteroptera,Lygaeidae,na,adult
7/26/2023,403,Hemiptera,Auchenorrhynca,Cicadelidae,na,adult
7/26/2023,403,Hemiptera,Auchenorrhynca,Cicadelidae,na,adult
7/26/2023,403,Hemiptera,Auchenorrhynca,Cicadelidae,na,adult
7/26/2023,403,Hemiptera,Heteroptera,Anthocoridae,na,adult
7/26/2023,403,Hemiptera,Heteroptera,Anthocoridae,na,adult
7/26/2023,403,Hemiptera,Heteroptera,Anthocoridae,na,adult
7/26/2023,403,Hemiptera,Heteroptera,Anthocoridae,na,adult
7/26/2023,403,Hemiptera,Heteroptera,Anthocoridae,na,adult
7/26/2023,404,Hemiptera,Auchenorrhynca,Cicadelidae,na,adult
7/26/2023,404,Hemiptera,Heteroptera,Lygaeidae,na,adult
7/26/2023,404,Hemiptera,Heteroptera,Lygaeidae,na,adult
7/26/2023,404,Hemiptera,Heteroptera,Lygaeidae,na,adult
7/26/2023,404,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,404,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,404,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,404,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,404,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,404,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,404,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,404,Coleoptera,na,Coccinelidae,na,adult
7/26/2023,404,Hemiptera,Heteroptera,Anthocoridae,na,adult
7/26/2023,404,Hemiptera,Heteroptera,Anthocoridae,na,adult
7/26/2023,404,Hemiptera,Heteroptera,Anthocoridae,na,adult
7/26/2023,501,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,501,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,501,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,501,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,501,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,501,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,501,Hemiptera,Heteroptera,Lygaeidae,na,adult
7/26/2023,501,Hemiptera,Heteroptera,Lygaeidae,na,adult
7/26/2023,501,Thysanoptera,na,na,na,adult
7/26/2023,501,Thysanoptera,na,na,na,adult
7/26/2023,503,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,503,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,503,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,503,Hemiptera,Heteroptera,Lygaeidae,na,adult
7/26/2023,503,Hemiptera,Heteroptera,Lygaeidae,na,adult
7/26/2023,503,Hemiptera,Heteroptera,Lygaeidae,na,adult
7/26/2023,503,Hemiptera,Heteroptera,Lygaeidae,na,adult
7/26/2023,503,Hemiptera,Heteroptera,Anthocoridae,na,adult
7/26/2023,503,Hemiptera,Heteroptera,Anthocoridae,na,adult
7/26/2023,503,Hemiptera,Heteroptera,Anthocoridae,na,adult
7/26/2023,503,Hemiptera,Heteroptera,Anthocoridae,na,adult
7/26/2023,504,Hemiptera,Auchenorrhynca,Cicadelidae,na,adult
7/26/2023,504,Hemiptera,Auchenorrhynca,Cicadelidae,na,adult
7/26/2023,504,Araneomorphae,na,Thomisidae,na,juvenile
7/26/2023,504,Araneomorphae,na,Araneidae,na,adult
7/26/2023,504,Hemiptera,Heteroptera,Lygaeidae,na,adult
7/26/2023,504,Hemiptera,Heteroptera,Lygaeidae,na,adult
7/26/2023,504,Hymenoptera,na,Formicidae,na,adult
7/26/2023,504,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,504,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,504,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,504,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,504,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,504,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,504,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,504,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,504,Hemiptera,Heteroptera,Anthocoridae,na,adult
7/26/2023,504,Hemiptera,Heteroptera,Anthocoridae,na,adult
7/26/2023,504,Hemiptera,Heteroptera,Anthocoridae,na,adult
7/26/2023,102,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,102,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,102,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,102,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,102,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,102,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,102,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,102,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,102,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,102,Hemiptera,Heteroptera,Lygaeidae,na,adult
7/26/2023,102,Hemiptera,Heteroptera,Lygaeidae,na,adult
7/26/2023,102,Hemiptera,Heteroptera,Lygaeidae,na,adult
7/26/2023,102,Hemiptera,Heteroptera,Lygaeidae,na,adult
7/26/2023,102,Hemiptera,Heteroptera,Anthocoridae,na,adult
7/26/2023,102,Thysanoptera,na,na,na,adult
7/26/2023,102,Thysanoptera,na,na,na,adult
7/26/2023,102,Thysanoptera,na,na,na,adult
7/26/2023,101,Hemiptera,Heteroptera,Lygaeidae,na,adult
7/26/2023,101,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,101,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,101,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,101,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,101,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,101,Coleoptera,na,Chrysomeliae,na,adult
7/26/2023,101,Hemiptera,Heteroptera,Lygaeidae,na,adult
7/26/2023,101,Hemiptera,Heteroptera,Lygaeidae,na,adult
7/26/2023,101,Hemiptera,Heteroptera,Lygaeidae,na,adult
7/26/2023,101,Hemiptera,Heteroptera,Lygaeidae,na,adult
7/26/2023,101,Araneomorphae,na,Thomisidae,na,juvenile
7/26/2023,101,Lepidoptera,na,na,na,juvenile
7/26/2023,101,Hemiptera,Heteroptera,Anthocoridae,na,adult
7/26/2023,101,Hemiptera,Heteroptera,Anthocoridae,na,adult
7/26/2023,101,Hemiptera,Heteroptera,Anthocoridae,na,adult
7/26/2023,101,Hemiptera,Heteroptera,Anthocoridae,na,adult
7/26/2023,101,Hemiptera,Heteroptera,Anthocoridae,na,adult
7/26/2023,101,Hemiptera,Auchenorrhynca,Cicadelidae,na,adult
7/26/2023,101,Hemiptera,Auchenorrhynca,Cicadelidae,na,adult
7/26/2023,101,Hemiptera,Auchenorrhynca,Cicadelidae,na,adult
7/26/2023,101,Hemiptera,Auchenorrhynca,Cicadelidae,na,adult
7/26/2023,101,Hemiptera,Auchenorrhynca,Cicadelidae,na,adult
7/26/2023,101,Hemiptera,Auchenorrhynca,Cicadelidae,na,juvenile
7/1/2022,101,Araneomorphae,na,na,,juvenile
7/1/2022,202,Araneomorphae,na,na,,juvenile
7/1/2022,204,Araneomorphae,na,Thomisidae,,juvenile
7/1/2022,502,Araneomorphae,na,Thomisidae,,juvenile
7/1/2022,503,Araneomorphae,na,Tetragnathidae,,adult
7/1/2022,503,Araneomorphae,na,Thomisidae,,juvenile
7/1/2022,504,Araneomorphae,na,Thomisidae,,juvenile
