Year,Crop,CropYear,CC,BrownPlot,GreenBrownPlot,GreenPlot,BrownInt,GreenBrownInt,GreenInt,Interaction,CC.win,Split,Herb,Plot,Obs_ID,Block,YieldData,YieldBuac,Rye.kgha,WeedUnit,UTC.tot.density.siteyear,UTC.dic.density.siteyear,UTC.mon.density.siteyear,UTC.erica.density.siteyear,TOTAL_den,DICOT_den,GRASS_den,AMACH_den,CHEAL_den,ERICA_den,OtherDicot_den,SEDGE_den,Response,AMACH_bio_g,CHEAL_bio_g,ERICA_bio_g,BL_bio_g,GRASS_bio_g,SEDGE_bio_g
2023,corn,corn (2023),1-3 DAP,no,no,yes,no,no,yes,CC x PRE,21,Weed free,PRE,102,obs124,B1,yes,184,2370,2 sqm,24,19,5,na,1,1,0,0,0,1,0,0,Biomass,na,na,na,na,na,na
2023,corn,corn (2023),1-3 DAP,no,no,yes,no,no,yes,CC x PRE,21,Weed free,PRE,201,obs130,B2,yes,123,1629,2 sqm,24,19,5,na,1,0,1,0,0,0,0,0,Biomass,na,na,na,na,na,na
2023,corn,corn (2023),1-3 DAP,no,no,yes,no,no,yes,CC x PRE,21,Weed free,PRE,303,obs142,B3,yes,167,2089,2 sqm,24,19,5,na,0,0,0,0,0,0,0,0,Biomass,na,na,na,na,na,na
2023,corn,corn (2023),1-3 DAP,no,no,yes,no,no,yes,CC x PRE,21,Weed free,PRE,402,obs148,B4,yes,178,2475,2 sqm,24,19,5,na,4,4,0,0,0,0,4,0,Biomass,na,na,na,na,na,na
2023,corn,corn (2023),1-3 DAP,no,no,yes,no,no,yes,CC x PRE,21,Weed free,PRE,502,obs156,B5,yes,192,2249,2 sqm,24,19,5,na,5,5,0,0,0,0,5,0,Biomass,na,na,na,na,na,na
2023,soybean,soybean (2023),1-3 DAP,no,no,yes,no,no,yes,CC x PRE,21,Weed free,PRE,102,obs164,B1,yes,59,1545,2 sqm,57,55,2,45,2,2,0,0,0,0,2,0,Biomass,na,na,na,na,na,na
2023,soybean,soybean (2023),1-3 DAP,no,no,yes,no,no,yes,CC x PRE,21,Weed free,PRE,201,obs170,B2,yes,66,1726,2 sqm,57,55,2,45,0,0,0,0,0,0,0,0,Biomass,na,na,na,na,na,na
2023,soybean,soybean (2023),1-3 DAP,no,no,yes,no,no,yes,CC x PRE,21,Weed free,PRE,303,obs182,B3,yes,60,1770,2 sqm,57,55,2,45,3,3,0,0,1,0,2,0,Biomass,na,na,na,na,na,na
2023,soybean,soybean (2023),1-3 DAP,no,no,yes,no,no,yes,CC x PRE,21,Weed free,PRE,402,obs188,B4,yes,68,1750,2 sqm,57,55,2,45,5,4,0,0,0,0,4,1,Biomass,na,na,na,na,na,na
2023,soybean,soybean (2023),1-3 DAP,no,no,yes,no,no,yes,CC x PRE,21,Weed free,PRE,502,obs196,B5,yes,65,1960,2 sqm,57,55,2,45,4,4,0,0,0,0,4,0,Biomass,na,na,na,na,na,na
2022,soybean,soybean (2022),14-21 DPP,yes,no,no,yes,no,no,CC x PRE,0,Weed free,PRE,103,obs6,B1,yes,54,551,2 sqm,92,79,13,30,55,53,2,1,2,11,39,0,Biomass,0.007,0.173,6.56,2.35,0.066,0
2022,soybean,soybean (2022),14-21 DPP,yes,no,no,yes,no,no,CC x PRE,0,Weed free,PRE,204,obs16,B2,yes,50,619,2 sqm,92,79,13,30,24,19,5,3,0,0,16,0,Biomass,3.22,0,0,4.08,0.49,0
2022,soybean,soybean (2022),14-21 DPP,yes,no,no,yes,no,no,CC x PRE,0,Weed free,PRE,302,obs20,B3,yes,54,435,2 sqm,92,79,13,30,38,36,2,3,2,3,28,0,Biomass,0,6.53,35.28,2.87,0.118,0
2022,soybean,soybean (2022),14-21 DPP,yes,no,no,yes,no,no,CC x PRE,0,Weed free,PRE,403,obs30,B4,yes,50,560,2 sqm,92,79,13,30,28,28,0,2,0,2,24,0,Biomass,0.173,0,0.118,0.93,0,0
2022,soybean,soybean (2022),14-21 DPP,yes,no,no,yes,no,no,CC x PRE,0,Weed free,PRE,501,obs34,B5,yes,42,444,2 sqm,92,79,13,30,44,42,2,3,10,6,23,0,Biomass,0.85,0.86,1.353,4.62,0.083,0
2021,corn,corn (2021),14-21 DPP,yes,no,no,yes,no,no,CC x PRE,0,Weed free,PRE,103,obs46,B1,yes,139,1628,2 sqm,48,46,1,na,0,0,0,na,na,na,0,0,Biomass,na,na,na,0,0,0
2021,corn,corn (2021),14-21 DPP,yes,no,no,yes,no,no,CC x PRE,0,Weed free,PRE,204,obs56,B2,yes,144,1628,2 sqm,48,46,1,na,0,0,0,na,na,na,0,0,Biomass,na,na,na,0,0,0
2021,corn,corn (2021),14-21 DPP,yes,no,no,yes,no,no,CC x PRE,0,Weed free,PRE,302,obs60,B3,yes,136,1673,2 sqm,48,46,1,na,0,0,0,na,na,na,0,0,Biomass,na,na,na,0,0,0
2021,corn,corn (2021),14-21 DPP,yes,no,no,yes,no,no,CC x PRE,0,Weed free,PRE,403,obs70,B4,yes,154,1699,2 sqm,48,46,1,na,2,2,0,na,na,na,2,0,Biomass,na,na,na,0,0,0
2021,corn,corn (2021),14-21 DPP,yes,no,no,yes,no,no,CC x PRE,0,Weed free,PRE,501,obs74,B5,yes,151,2456,2 sqm,48,46,1,na,1,1,0,na,na,na,1,0,Biomass,na,na,na,0,0,0
2022,corn,corn (2022),14-21 DPP,yes,no,no,yes,no,no,CC x PRE,0,Weed free,PRE,103,obs86,B1,yes,134,1292,2 sqm,68,48,20,16,97,10,87,8,0,0,2,13,Biomass,0.269,0,0,0.008,3.78,0
2022,corn,corn (2022),14-21 DPP,yes,no,no,yes,no,no,CC x PRE,0,Weed free,PRE,204,obs96,B2,yes,131,1090,2 sqm,68,48,20,16,10,2,8,0,0,0,2,5,Biomass,0,0,0,0,1.24,0
2022,corn,corn (2022),14-21 DPP,yes,no,no,yes,no,no,CC x PRE,0,Weed free,PRE,302,obs100,B3,yes,124,920,2 sqm,68,48,20,16,25,1,24,1,0,0,0,4,Biomass,0.015,0,0,0,10.98,0
2022,corn,corn (2022),14-21 DPP,yes,no,no,yes,no,no,CC x PRE,0,Weed free,PRE,403,obs110,B4,yes,131,1368,2 sqm,68,48,20,16,41,1,40,0,0,0,1,4,Biomass,0,0,0,0.004,2.72,0
2022,corn,corn (2022),14-21 DPP,yes,no,no,yes,no,no,CC x PRE,0,Weed free,PRE,501,obs114,B5,yes,137,1158,2 sqm,68,48,20,16,8,5,3,2,3,0,0,8,Biomass,0.005,0.038,0,0,0.202,0
2023,corn,corn (2023),14-21 DPP,yes,no,no,yes,no,no,CC x PRE,0,Weed free,PRE,103,obs126,B1,yes,149,656,2 sqm,24,19,5,na,9,5,4,0,0,0,5,0,Biomass,na,na,na,na,na,na
2023,corn,corn (2023),14-21 DPP,yes,no,no,yes,no,no,CC x PRE,0,Weed free,PRE,204,obs136,B2,yes,144,595,2 sqm,24,19,5,na,0,0,0,0,0,0,0,0,Biomass,na,na,na,na,na,na
2023,corn,corn (2023),14-21 DPP,yes,no,no,yes,no,no,CC x PRE,0,Weed free,PRE,302,obs140,B3,yes,147,616,2 sqm,24,19,5,na,0,0,0,0,0,0,0,0,Biomass,na,na,na,na,na,na
2023,corn,corn (2023),14-21 DPP,yes,no,no,yes,no,no,CC x PRE,0,Weed free,PRE,403,obs150,B4,yes,166,554,2 sqm,24,19,5,na,0,0,0,0,0,0,0,0,Biomass,na,na,na,na,na,na
2023,corn,corn (2023),14-21 DPP,yes,no,no,yes,no,no,CC x PRE,0,Weed free,PRE,501,obs154,B5,yes,106,772,2 sqm,24,19,5,na,0,0,0,0,0,0,0,0,Biomass,na,na,na,na,na,na
2023,soybean,soybean (2023),14-21 DPP,yes,no,no,yes,no,no,CC x PRE,0,Weed free,PRE,103,obs166,B1,yes,35,859,2 sqm,57,55,2,45,10,5,5,0,0,0,5,0,Biomass,na,na,na,na,na,na
2023,soybean,soybean (2023),14-21 DPP,yes,no,no,yes,no,no,CC x PRE,0,Weed free,PRE,204,obs176,B2,yes,63,807,2 sqm,57,55,2,45,4,4,0,0,0,4,0,0,Biomass,na,na,na,na,na,na
2023,soybean,soybean (2023),14-21 DPP,yes,no,no,yes,no,no,CC x PRE,0,Weed free,PRE,302,obs180,B3,yes,65,886,2 sqm,57,55,2,45,1,0,1,0,0,0,0,0,Biomass,na,na,na,na,na,na
2023,soybean,soybean (2023),14-21 DPP,yes,no,no,yes,no,no,CC x PRE,0,Weed free,PRE,403,obs190,B4,yes,70,905,2 sqm,57,55,2,45,1,1,0,0,1,0,0,0,Biomass,na,na,na,na,na,na
2023,soybean,soybean (2023),14-21 DPP,yes,no,no,yes,no,no,CC x PRE,0,Weed free,PRE,501,obs194,B5,yes,61,905,2 sqm,57,55,2,45,10,10,0,0,0,9,1,0,Biomass,na,na,na,na,na,na
2022,soybean,soybean (2022),3-7 DPP,no,yes,no,no,yes,no,CC x PRE,14,Weed free,PRE,104,obs8,B1,yes,53,1700,2 sqm,92,79,13,30,20,13,7,4,0,1,8,0,Biomass,3.28,0,0.032,0.158,1.36,0
2022,soybean,soybean (2022),3-7 DPP,no,yes,no,no,yes,no,CC x PRE,14,Weed free,PRE,202,obs12,B2,yes,54,1528,2 sqm,92,79,13,30,39,39,0,1,1,2,35,0,Biomass,1.57,0.204,0.476,2.87,0,0
2022,soybean,soybean (2022),3-7 DPP,no,yes,no,no,yes,no,CC x PRE,14,Weed free,PRE,301,obs18,B3,yes,30,527,2 sqm,92,79,13,30,8,7,1,0,2,0,5,0,Biomass,0,0.45,0,0.474,0.98,0
2022,soybean,soybean (2022),3-7 DPP,no,yes,no,no,yes,no,CC x PRE,14,Weed free,PRE,404,obs32,B4,yes,53,2285,2 sqm,92,79,13,30,6,4,2,0,0,1,3,0,Biomass,0,0,0.167,0.356,0.145,0
2022,soybean,soybean (2022),3-7 DPP,no,yes,no,no,yes,no,CC x PRE,14,Weed free,PRE,504,obs40,B5,yes,48,2339,2 sqm,92,79,13,30,42,32,10,9,4,0,19,0,Biomass,4.36,1.27,0,1.071,1.92,0
2021,corn,corn (2021),3-7 DPP,no,yes,no,no,yes,no,CC x PRE,14,Weed free,PRE,104,obs48,B1,yes,147,2901,2 sqm,48,46,1,na,0,0,0,na,na,na,0,0,Biomass,na,na,na,0,0,0
2021,corn,corn (2021),3-7 DPP,no,yes,no,no,yes,no,CC x PRE,14,Weed free,PRE,202,obs52,B2,yes,135,3577,2 sqm,48,46,1,na,0,0,0,na,na,na,0,0,Biomass,na,na,na,0,0,0
2021,corn,corn (2021),3-7 DPP,no,yes,no,no,yes,no,CC x PRE,14,Weed free,PRE,301,obs58,B3,yes,128,3488,2 sqm,48,46,1,na,0,0,0,na,na,na,0,0,Biomass,na,na,na,0,0,0
2021,corn,corn (2021),3-7 DPP,no,yes,no,no,yes,no,CC x PRE,14,Weed free,PRE,404,obs72,B4,yes,153,2536,2 sqm,48,46,1,na,0,0,0,na,na,na,0,0,Biomass,na,na,na,0,0,0
2021,corn,corn (2021),3-7 DPP,no,yes,no,no,yes,no,CC x PRE,14,Weed free,PRE,504,obs80,B5,yes,142,2652,2 sqm,48,46,1,na,0,0,0,na,na,na,0,0,Biomass,na,na,na,0,0,0
2022,corn,corn (2022),3-7 DPP,no,yes,no,no,yes,no,CC x PRE,14,Weed free,PRE,104,obs88,B1,yes,124,3163,2 sqm,68,48,20,16,26,3,23,0,1,0,2,6,Biomass,0,0.008,0,0.013,1.48,0
2022,corn,corn (2022),3-7 DPP,no,yes,no,no,yes,no,CC x PRE,14,Weed free,PRE,202,obs92,B2,yes,134,2695,2 sqm,68,48,20,16,6,0,6,0,0,0,0,3,Biomass,0,0,0,0,0.77,0
2022,corn,corn (2022),3-7 DPP,no,yes,no,no,yes,no,CC x PRE,14,Weed free,PRE,301,obs98,B3,yes,134,2500,2 sqm,68,48,20,16,3,2,1,0,0,0,2,5,Biomass,0,0,0,0.017,0.07,0
2022,corn,corn (2022),3-7 DPP,no,yes,no,no,yes,no,CC x PRE,14,Weed free,PRE,404,obs112,B4,yes,132,2748,2 sqm,68,48,20,16,18,1,17,1,0,0,0,4,Biomass,0.01,0,0,0,2.46,0
2022,corn,corn (2022),3-7 DPP,no,yes,no,no,yes,no,CC x PRE,14,Weed free,PRE,504,obs120,B5,yes,132,2678,2 sqm,68,48,20,16,16,1,15,1,0,0,0,4,Biomass,0.028,0,0,0,1.23,0
2023,corn,corn (2023),3-7 DPP,no,yes,no,no,yes,no,CC x PRE,14,Weed free,PRE,104,obs128,B1,yes,139,1433,2 sqm,24,19,5,na,8,8,0,0,0,6,2,0,Biomass,na,na,na,na,na,na
2023,corn,corn (2023),3-7 DPP,no,yes,no,no,yes,no,CC x PRE,14,Weed free,PRE,202,obs132,B2,yes,172,1490,2 sqm,24,19,5,na,3,3,0,0,0,0,3,0,Biomass,na,na,na,na,na,na
2023,corn,corn (2023),3-7 DPP,no,yes,no,no,yes,no,CC x PRE,14,Weed free,PRE,301,obs138,B3,yes,122,2160,2 sqm,24,19,5,na,0,0,0,0,0,0,0,0,Biomass,na,na,na,na,na,na
2023,corn,corn (2023),3-7 DPP,no,yes,no,no,yes,no,CC x PRE,14,Weed free,PRE,404,obs152,B4,yes,153,2154,2 sqm,24,19,5,na,0,0,0,0,0,0,0,0,Biomass,na,na,na,na,na,na
2023,corn,corn (2023),3-7 DPP,no,yes,no,no,yes,no,CC x PRE,14,Weed free,PRE,504,obs160,B5,yes,139,1490,2 sqm,24,19,5,na,0,0,0,0,0,0,0,0,Biomass,na,na,na,na,na,na
2023,soybean,soybean (2023),3-7 DPP,no,yes,no,no,yes,no,CC x PRE,14,Weed free,PRE,104,obs168,B1,yes,65,784,2 sqm,57,55,2,45,8,7,1,0,1,4,2,0,Biomass,na,na,na,na,na,na
2023,soybean,soybean (2023),3-7 DPP,no,yes,no,no,yes,no,CC x PRE,14,Weed free,PRE,202,obs172,B2,yes,61,2088,2 sqm,57,55,2,45,0,0,0,0,0,0,0,0,Biomass,na,na,na,na,na,na
2023,soybean,soybean (2023),3-7 DPP,no,yes,no,no,yes,no,CC x PRE,14,Weed free,PRE,301,obs178,B3,yes,63,2032,2 sqm,57,55,2,45,1,1,0,0,0,1,0,0,Biomass,na,na,na,na,na,na
2023,soybean,soybean (2023),3-7 DPP,no,yes,no,no,yes,no,CC x PRE,14,Weed free,PRE,404,obs192,B4,yes,23,2229,2 sqm,57,55,2,45,0,0,0,0,0,0,0,0,Biomass,na,na,na,na,na,na
2023,soybean,soybean (2023),3-7 DPP,no,yes,no,no,yes,no,CC x PRE,14,Weed free,PRE,504,obs200,B5,yes,62,1661,2 sqm,57,55,2,45,0,0,0,0,0,0,0,,Biomass,na,na,na,na,na,na
2022,soybean,soybean (2022),No CC,yes,yes,yes,yes,yes,yes,PRE,na,Weed free,PRE,101,obs2,B1,yes,55,0,2 sqm,92,79,13,30,115,108,7,8,49,36,15,0,Biomass,0.172,4.14,27.12,0.852,0.65,0
2022,soybean,soybean (2022),No CC,yes,yes,yes,yes,yes,yes,PRE,na,Weed free,PRE,203,obs14,B2,yes,41,0,2 sqm,92,79,13,30,30,27,3,4,4,1,18,0,Biomass,0.656,0.85,0.095,3.19,0.22,0
2022,soybean,soybean (2022),No CC,yes,yes,yes,yes,yes,yes,PRE,na,Weed free,PRE,304,obs24,B3,yes,47,0,2 sqm,92,79,13,30,23,15,8,0,1,1,13,0,Biomass,0,0.123,2.42,2.47,1.41,0
2022,soybean,soybean (2022),No CC,yes,yes,yes,yes,yes,yes,PRE,na,Weed free,PRE,401,obs26,B4,yes,50,0,2 sqm,92,79,13,30,34,33,1,5,12,2,14,0,Biomass,0.569,7.016,1.9,1.039,1.45,0
2022,soybean,soybean (2022),No CC,yes,yes,yes,yes,yes,yes,PRE,na,Weed free,PRE,503,obs38,B5,yes,45,0,2 sqm,92,79,13,30,30,29,1,6,5,7,11,0,Biomass,0.356,0.636,2.31,4.459,0.075,0
2021,corn,corn (2021),No CC,yes,yes,yes,yes,yes,yes,PRE,na,Weed free,PRE,101,obs42,B1,yes,121,0,2 sqm,48,46,1,na,10,10,0,na,na,na,10,0,Biomass,na,na,na,0.4,0,0
2021,corn,corn (2021),No CC,yes,yes,yes,yes,yes,yes,PRE,na,Weed free,PRE,203,obs54,B2,yes,102,0,2 sqm,48,46,1,na,0,0,0,na,na,na,0,0,Biomass,na,na,na,0,0,0
2021,corn,corn (2021),No CC,yes,yes,yes,yes,yes,yes,PRE,na,Weed free,PRE,304,obs64,B3,yes,141,0,2 sqm,48,46,1,na,0,0,0,na,na,na,0,0,Biomass,na,na,na,0,0,0
2021,corn,corn (2021),No CC,yes,yes,yes,yes,yes,yes,PRE,na,Weed free,PRE,401,obs66,B4,yes,130,0,2 sqm,48,46,1,na,0,0,0,na,na,na,0,0,Biomass,na,na,na,0,0,0
2021,corn,corn (2021),No CC,yes,yes,yes,yes,yes,yes,PRE,na,Weed free,PRE,503,obs78,B5,yes,139,0,2 sqm,48,46,1,na,1,0,1,na,na,na,0,0,Biomass,na,na,na,0,0,0
2022,corn,corn (2022),No CC,yes,yes,yes,yes,yes,yes,PRE,na,Weed free,PRE,101,obs82,B1,yes,112,0,2 sqm,68,48,20,16,29,5,24,0,3,1,1,8,Biomass,0,5.06,0.13,0.24,5.53,0
2022,corn,corn (2022),No CC,yes,yes,yes,yes,yes,yes,PRE,na,Weed free,PRE,203,obs94,B2,yes,140,0,2 sqm,68,48,20,16,43,14,29,0,0,0,14,17,Biomass,0,0,0,1.04,9.01,0
2022,corn,corn (2022),No CC,yes,yes,yes,yes,yes,yes,PRE,na,Weed free,PRE,304,obs104,B3,yes,81,0,2 sqm,68,48,20,16,17,0,17,0,0,0,0,3,Biomass,0,0,0,0,3.12,0
2022,corn,corn (2022),No CC,yes,yes,yes,yes,yes,yes,PRE,na,Weed free,PRE,401,obs106,B4,yes,139,0,2 sqm,68,48,20,16,39,9,30,0,2,1,6,12,Biomass,0,2.43,0.062,2.41,2.87,0
2022,corn,corn (2022),No CC,yes,yes,yes,yes,yes,yes,PRE,na,Weed free,PRE,503,obs118,B5,yes,92,0,2 sqm,68,48,20,16,14,0,14,0,0,0,0,3,Biomass,0,0,0,0,2.8,0
2023,corn,corn (2023),No CC,yes,yes,yes,yes,yes,yes,PRE,na,Weed free,PRE,101,obs122,B1,yes,97,0,2 sqm,24,19,5,na,7,0,7,0,0,0,0,0,Biomass,na,na,na,na,na,na
2023,corn,corn (2023),No CC,yes,yes,yes,yes,yes,yes,PRE,na,Weed free,PRE,203,obs134,B2,yes,117,0,2 sqm,24,19,5,na,3,3,0,0,0,0,3,0,Biomass,na,na,na,na,na,na
2023,corn,corn (2023),No CC,yes,yes,yes,yes,yes,yes,PRE,na,Weed free,PRE,304,obs144,B3,yes,133,0,2 sqm,24,19,5,na,0,0,0,0,0,0,0,0,Biomass,na,na,na,na,na,na
2023,corn,corn (2023),No CC,yes,yes,yes,yes,yes,yes,PRE,na,Weed free,PRE,401,obs146,B4,yes,75,0,2 sqm,24,19,5,na,32,20,12,7,0,1,12,0,Biomass,na,na,na,na,na,na
2023,corn,corn (2023),No CC,yes,yes,yes,yes,yes,yes,PRE,na,Weed free,PRE,503,obs158,B5,yes,133,0,2 sqm,24,19,5,na,0,0,0,0,0,0,0,0,Biomass,na,na,na,na,na,na
2023,soybean,soybean (2023),No CC,yes,yes,yes,yes,yes,yes,PRE,na,Weed free,PRE,101,obs162,B1,yes,50,0,2 sqm,57,55,2,45,40,39,1,0,0,33,6,0,Biomass,na,na,na,na,na,na
2023,soybean,soybean (2023),No CC,yes,yes,yes,yes,yes,yes,PRE,na,Weed free,PRE,203,obs174,B2,yes,47,0,2 sqm,57,55,2,45,5,5,0,0,0,1,4,0,Biomass,na,na,na,na,na,na
2023,soybean,soybean (2023),No CC,yes,yes,yes,yes,yes,yes,PRE,na,Weed free,PRE,304,obs184,B3,yes,24,0,2 sqm,57,55,2,45,4,4,0,0,0,3,1,0,Biomass,na,na,na,na,na,na
2023,soybean,soybean (2023),No CC,yes,yes,yes,yes,yes,yes,PRE,na,Weed free,PRE,401,obs186,B4,yes,63,0,2 sqm,57,55,2,45,70,67,3,2,0,59,6,0,Biomass,na,na,na,na,na,na
2023,soybean,soybean (2023),No CC,yes,yes,yes,yes,yes,yes,PRE,na,Weed free,PRE,503,obs198,B5,yes,54,0,2 sqm,57,55,2,45,1,1,0,0,0,1,0,0,Biomass,na,na,na,na,na,na
