location,season,month,date,7day_precip,temp,time,plot_id,block,treatment,row,shingle_id,slug_count
PA,spring,june,6/23/2021,0.39,5.28,6:50,102,1,3,10.5,102-4,0
PA,spring,june,6/23/2021,0.39,5.28,6:55,103,1,2,6.5,103-1,8
PA,spring,june,6/23/2021,0.39,5.28,6:55,103,1,2,6.5,103-2,0
PA,spring,june,6/23/2021,0.39,5.28,6:55,103,1,2,10.5,103-3,3
PA,spring,june,6/23/2021,0.39,5.28,6:55,103,1,2,10.5,103-4,1
PA,spring,june,6/23/2021,0.39,5.28,6:58,104,1,4,6.5,104-1,3
PA,spring,june,6/23/2021,0.39,5.28,6:58,104,1,4,6.5,104-2,1
PA,spring,june,6/23/2021,0.39,5.28,6:58,104,1,4,10.5,104-3,2
PA,spring,june,6/23/2021,0.39,5.28,6:58,104,1,4,10.5,104-4,2
PA,spring,june,6/23/2021,0.39,5.28,7:13,201,2,3,6.5,201-1,1
PA,spring,june,6/23/2021,0.39,5.28,7:13,201,2,3,6.5,201-2,5
PA,spring,june,6/23/2021,0.39,5.28,7:13,201,2,3,10.5,201-3,1
PA,spring,june,6/23/2021,0.39,5.28,7:13,201,2,3,10.5,201-4,2
PA,spring,june,6/23/2021,0.39,5.28,7:09,202,2,4,6.5,202-1,1
PA,spring,june,6/23/2021,0.39,5.28,7:09,202,2,4,6.5,202-2,2
PA,spring,june,6/23/2021,0.39,5.28,7:09,202,2,4,10.5,202-3,0
PA,spring,june,6/23/2021,0.39,5.28,7:09,202,2,4,10.5,202-4,0
PA,spring,june,6/23/2021,0.39,5.28,7:06,203,2,1,6.5,203-1,2
PA,spring,june,6/23/2021,0.39,5.28,7:06,203,2,1,6.5,203-2,0
PA,spring,june,6/23/2021,0.39,5.28,7:06,203,2,1,10.5,203-3,8
PA,spring,june,6/23/2021,0.39,5.28,7:06,203,2,1,10.5,203-4,5
PA,spring,june,6/23/2021,0.39,5.28,7:01,204,2,2,6.5,204-1,0
PA,spring,june,6/23/2021,0.39,5.28,7:01,204,2,2,6.5,204-2,0
PA,spring,june,6/23/2021,0.39,5.28,7:01,204,2,2,10.5,204-3,2
PA,spring,june,6/23/2021,0.39,5.28,7:01,204,2,2,10.5,204-4,4
PA,spring,june,6/23/2021,0.39,5.28,6:45,301,3,4,6.5,301-1,0
PA,spring,june,6/23/2021,0.39,5.28,6:45,301,3,4,6.5,301-2,1
PA,spring,june,6/23/2021,0.39,5.28,6:45,301,3,4,10.5,301-3,1
PA,spring,june,6/23/2021,0.39,5.28,6:45,301,3,4,10.5,301-4,0
PA,spring,june,6/23/2021,0.39,5.28,6:49,302,3,2,6.5,302-1,2
PA,spring,june,6/23/2021,0.39,5.28,6:49,302,3,2,6.5,302-2,0
PA,spring,june,6/23/2021,0.39,5.28,6:49,302,3,2,10.5,302-3,1
PA,spring,june,6/23/2021,0.39,5.28,6:49,302,3,2,10.5,302-4,1
PA,spring,june,6/23/2021,0.39,5.28,6:52,303,3,3,6.5,303-1,2
PA,spring,june,6/23/2021,0.39,5.28,6:52,303,3,3,6.5,303-2,1
PA,spring,june,6/23/2021,0.39,5.28,6:52,303,3,3,10.5,303-3,1
PA,spring,june,6/23/2021,0.39,5.28,6:52,303,3,3,10.5,303-4,1
PA,spring,june,6/23/2021,0.39,5.28,6:55,304,3,1,6.5,304-1,0
PA,spring,june,6/23/2021,0.39,5.28,6:55,304,3,1,6.5,304-2,0
PA,spring,june,6/23/2021,0.39,5.28,6:55,304,3,1,10.5,304-3,0
PA,spring,june,6/23/2021,0.39,5.28,6:55,304,3,1,10.5,304-4,0
PA,spring,june,6/23/2021,0.39,5.28,7:05,401,4,1,6.5,401-1,4
PA,spring,june,6/23/2021,0.39,5.28,7:05,401,4,1,6.5,401-2,0
PA,spring,june,6/23/2021,0.39,5.28,7:05,401,4,1,10.5,401-3,1
PA,spring,june,6/23/2021,0.39,5.28,7:05,401,4,1,10.5,401-4,4
PA,spring,june,6/23/2021,0.39,5.28,7:02,402,4,3,6.5,402-1,0
PA,spring,june,6/23/2021,0.39,5.28,7:02,402,4,3,6.5,402-2,2
PA,spring,june,6/23/2021,0.39,5.28,7:02,402,4,3,10.5,402-3,1
PA,spring,june,6/23/2021,0.39,5.28,7:02,402,4,3,10.5,402-4,2
PA,spring,june,6/23/2021,0.39,5.28,7:00,403,4,2,6.5,403-1,0
PA,spring,june,6/23/2021,0.39,5.28,7:00,403,4,2,6.5,403-2,0
PA,spring,june,6/23/2021,0.39,5.28,7:00,403,4,2,10.5,403-3,0
PA,spring,june,6/23/2021,0.39,5.28,7:00,403,4,2,10.5,403-4,1
PA,spring,june,6/23/2021,0.39,5.28,6:57,404,4,4,6.5,404-1,1
PA,spring,june,6/23/2021,0.39,5.28,6:57,404,4,4,6.5,404-2,3
PA,spring,june,6/23/2021,0.39,5.28,6:57,404,4,4,10.5,404-3,1
PA,spring,june,6/23/2021,0.39,5.28,6:57,404,4,4,10.5,404-4,0
PA,spring,june,6/23/2021,0.39,5.28,6:50,501,5,2,6.5,501-1,1
PA,spring,june,6/23/2021,0.39,5.28,6:50,501,5,2,6.5,501-2,0
PA,spring,june,6/23/2021,0.39,5.28,6:50,501,5,2,10.5,501-3,1
PA,spring,june,6/23/2021,0.39,5.28,6:50,501,5,2,10.5,501-4,1
PA,spring,june,6/23/2021,0.39,5.28,6:53,502,5,3,6.5,502-1,0
PA,spring,june,6/23/2021,0.39,5.28,6:53,502,5,3,6.5,502-2,0
PA,spring,june,6/23/2021,0.39,5.28,6:53,502,5,3,10.5,502-3,0
PA,spring,june,6/23/2021,0.39,5.28,6:53,502,5,3,10.5,502-4,1
PA,spring,june,6/23/2021,0.39,5.28,6:58,503,5,1,6.5,503-1,3
PA,spring,june,6/23/2021,0.39,5.28,6:58,503,5,1,6.5,503-2,0
PA,spring,june,6/23/2021,0.39,5.28,6:58,503,5,1,10.5,503-3,5
PA,spring,june,6/23/2021,0.39,5.28,6:58,503,5,1,10.5,503-4,1
PA,spring,june,6/23/2021,0.39,5.28,7:02,504,5,4,6.5,504-1,2
PA,spring,june,6/23/2021,0.39,5.28,7:02,504,5,4,6.5,504-2,0
PA,spring,june,6/23/2021,0.39,5.28,7:02,504,5,4,10.5,504-3,3
PA,spring,june,6/23/2021,0.39,5.28,7:02,504,5,4,10.5,504-4,1
PA,spring,june,6/30/2021,0,20,7:14,101,1,1,6.5,101-1,0
PA,spring,june,6/30/2021,0,20,7:14,101,1,1,6.5,101-2,0
PA,spring,june,6/30/2021,0,20,7:22,101,1,1,10.5,101-3,1
PA,spring,june,6/30/2021,0,20,7:22,101,1,1,10.5,101-4,2
PA,spring,june,6/30/2021,0,20,7:32,102,1,3,6.5,102-1,0
PA,spring,june,6/30/2021,0,20,7:32,102,1,3,6.5,102-2,0
PA,spring,june,6/30/2021,0,20,7:40,102,1,3,10.5,102-3,0
PA,spring,june,6/30/2021,0,20,7:40,102,1,3,10.5,102-4,0
PA,spring,june,6/30/2021,0,20,7:46,103,1,2,6.5,103-1,3
PA,spring,june,6/30/2021,0,20,7:46,103,1,2,6.5,103-2,0
PA,spring,june,6/30/2021,0,20,7:51,103,1,2,10.5,103-3,0
PA,spring,june,6/30/2021,0,20,7:51,103,1,2,10.5,103-4,0
PA,spring,june,6/30/2021,0,20,7:57,104,1,4,6.5,104-1,3
PA,spring,june,6/30/2021,0,20,7:57,104,1,4,6.5,104-2,0
PA,spring,june,6/30/2021,0,20,8:03,104,1,4,10.5,104-3,0
PA,spring,june,6/30/2021,0,20,8:03,104,1,4,10.5,104-4,0
PA,spring,june,6/30/2021,0,20,7:14,201,2,3,6.5,201-1,0
PA,spring,june,6/30/2021,0,20,7:14,201,2,3,6.5,201-2,0
PA,spring,june,6/30/2021,0,20,7:22,201,2,3,10.5,201-3,0
PA,spring,june,6/30/2021,0,20,7:22,201,2,3,10.5,201-4,1
PA,spring,june,6/30/2021,0,20,7:32,202,2,4,6.5,202-1,0
PA,spring,june,6/30/2021,0,20,7:32,202,2,4,6.5,202-2,0
PA,spring,june,6/30/2021,0,20,7:40,202,2,4,10.5,202-3,0
PA,spring,june,6/30/2021,0,20,7:40,202,2,4,10.5,202-4,2
PA,spring,june,6/30/2021,0,20,7:46,203,2,1,6.5,203-1,0
PA,spring,june,6/30/2021,0,20,7:46,203,2,1,6.5,203-2,0
PA,spring,june,6/30/2021,0,20,7:51,203,2,1,10.5,203-3,0
PA,spring,june,6/30/2021,0,20,7:51,203,2,1,10.5,203-4,0
PA,spring,june,6/30/2021,0,20,7:57,204,2,2,6.5,204-1,0
PA,spring,june,6/30/2021,0,20,7:57,204,2,2,6.5,204-2,0
PA,spring,june,6/30/2021,0,20,8:03,204,2,2,10.5,204-3,0
PA,spring,june,6/30/2021,0,20,8:03,204,2,2,10.5,204-4,0
PA,spring,june,6/30/2021,0,20,7:14,301,3,4,6.5,301-1,0
PA,spring,june,6/30/2021,0,20,7:14,301,3,4,6.5,301-2,1
PA,spring,june,6/30/2021,0,20,7:22,301,3,4,10.5,301-3,0
PA,spring,june,6/30/2021,0,20,7:22,301,3,4,10.5,301-4,1
PA,spring,june,6/30/2021,0,20,7:32,302,3,2,6.5,302-1,0
PA,spring,june,6/30/2021,0,20,7:32,302,3,2,6.5,302-2,1
PA,spring,june,6/30/2021,0,20,7:40,302,3,2,10.5,302-3,0
PA,spring,june,6/30/2021,0,20,7:40,302,3,2,10.5,302-4,1
PA,spring,june,6/30/2021,0,20,7:46,303,3,3,6.5,303-1,0
PA,spring,june,6/30/2021,0,20,7:46,303,3,3,6.5,303-2,1
PA,spring,june,6/30/2021,0,20,7:51,303,3,3,10.5,303-3,0
PA,spring,june,6/30/2021,0,20,7:51,303,3,3,10.5,303-4,0
PA,spring,june,6/30/2021,0,20,7:57,304,3,1,6.5,304-1,0
PA,spring,june,6/30/2021,0,20,7:57,304,3,1,6.5,304-2,0
PA,spring,june,6/30/2021,0,20,8:03,304,3,1,10.5,304-3,0
PA,spring,june,6/30/2021,0,20,8:03,304,3,1,10.5,304-4,2
PA,spring,june,6/30/2021,0,20,7:14,401,4,1,6.5,401-1,0
PA,spring,june,6/30/2021,0,20,7:14,401,4,1,6.5,401-2,0
PA,spring,june,6/30/2021,0,20,7:22,401,4,1,10.5,401-3,0
PA,spring,june,6/30/2021,0,20,7:22,401,4,1,10.5,401-4,2
PA,spring,june,6/30/2021,0,20,7:32,402,4,3,6.5,402-1,0
PA,spring,june,6/30/2021,0,20,7:32,402,4,3,6.5,402-2,0
PA,spring,june,6/30/2021,0,20,7:40,402,4,3,10.5,402-3,0
PA,spring,june,6/30/2021,0,20,7:40,402,4,3,10.5,402-4,0
PA,spring,june,6/30/2021,0,20,7:46,403,4,2,6.5,403-1,0
PA,spring,june,6/30/2021,0,20,7:46,403,4,2,6.5,403-2,1
PA,spring,june,6/30/2021,0,20,7:51,403,4,2,10.5,403-3,0
PA,spring,june,6/30/2021,0,20,7:51,403,4,2,10.5,403-4,1
PA,spring,june,6/30/2021,0,20,7:57,404,4,4,6.5,404-1,0
PA,spring,june,6/30/2021,0,20,7:57,404,4,4,6.5,404-2,0
PA,spring,june,6/30/2021,0,20,8:03,404,4,4,10.5,404-3,0
PA,spring,june,6/30/2021,0,20,8:03,404,4,4,10.5,404-4,0
PA,spring,june,6/30/2021,0,20,7:14,501,5,2,6.5,501-1,0
PA,spring,june,6/30/2021,0,20,7:14,501,5,2,6.5,501-2,0
PA,spring,june,6/30/2021,0,20,7:22,501,5,2,10.5,501-3,0
PA,spring,june,6/30/2021,0,20,7:22,501,5,2,10.5,501-4,0
PA,spring,june,6/30/2021,0,20,7:32,502,5,3,6.5,502-1,0
PA,spring,june,6/30/2021,0,20,7:32,502,5,3,6.5,502-2,1
PA,spring,june,6/30/2021,0,20,7:40,502,5,3,10.5,502-3,1
PA,spring,june,6/30/2021,0,20,7:40,502,5,3,10.5,502-4,1
PA,spring,june,6/30/2021,0,20,7:46,503,5,1,6.5,503-1,0
PA,spring,june,6/30/2021,0,20,7:46,503,5,1,6.5,503-2,0
PA,spring,june,6/30/2021,0,20,7:51,503,5,1,10.5,503-3,1
PA,spring,june,6/30/2021,0,20,7:51,503,5,1,10.5,503-4,0
PA,spring,june,6/30/2021,0,20,7:57,504,5,4,6.5,504-1,1
PA,spring,june,6/30/2021,0,20,7:57,504,5,4,6.5,504-2,0
PA,spring,june,6/30/2021,0,20,8:03,504,5,4,10.5,504-3,1
PA,spring,june,6/30/2021,0,20,8:03,504,5,4,10.5,504-4,0
PA,spring,july,7/7/2021,1.19,21.11,7:18,101,1,1,6.5,101-1,0
PA,spring,july,7/7/2021,1.19,21.11,7:18,101,1,1,6.5,101-2,0
PA,spring,july,7/7/2021,1.19,21.11,7:29,101,1,1,10.5,101-3,0
PA,spring,july,7/7/2021,1.19,21.11,7:29,101,1,1,10.5,101-4,1
PA,spring,july,7/7/2021,1.19,21.11,7:38,102,1,3,6.5,102-1,0
PA,spring,july,7/7/2021,1.19,21.11,7:38,102,1,3,6.5,102-2,1
PA,spring,july,7/7/2021,1.19,21.11,7:44,102,1,3,10.5,102-3,0
PA,spring,july,7/7/2021,1.19,21.11,7:44,102,1,3,10.5,102-4,2
PA,spring,july,7/7/2021,1.19,21.11,7:46,103,1,2,6.5,103-1,0
PA,spring,july,7/7/2021,1.19,21.11,7:46,103,1,2,6.5,103-2,0
PA,spring,july,7/7/2021,1.19,21.11,7:38,103,1,2,10.5,103-3,0
PA,spring,july,7/7/2021,1.19,21.11,7:38,103,1,2,10.5,103-4,0
PA,spring,july,7/7/2021,1.19,21.11,7:30,104,1,4,6.5,104-1,0
PA,spring,july,7/7/2021,1.19,21.11,7:30,104,1,4,6.5,104-2,0
PA,spring,july,7/7/2021,1.19,21.11,7:20,104,1,4,10.5,104-3,0
PA,spring,july,7/7/2021,1.19,21.11,7:20,104,1,4,10.5,104-4,0
PA,spring,july,7/7/2021,1.19,21.11,7:18,201,2,3,6.5,201-1,1
PA,spring,july,7/7/2021,1.19,21.11,7:18,201,2,3,6.5,201-2,0
PA,spring,july,7/7/2021,1.19,21.11,7:29,201,2,3,10.5,201-3,0
PA,spring,july,7/7/2021,1.19,21.11,7:29,201,2,3,10.5,201-4,0
PA,spring,july,7/7/2021,1.19,21.11,7:38,202,2,4,6.5,202-1,0
PA,spring,july,7/7/2021,1.19,21.11,7:38,202,2,4,6.5,202-2,0
PA,spring,july,7/7/2021,1.19,21.11,7:44,202,2,4,10.5,202-3,0
PA,spring,july,7/7/2021,1.19,21.11,7:44,202,2,4,10.5,202-4,0
PA,spring,july,7/7/2021,1.19,21.11,7:46,203,2,1,6.5,203-1,0
PA,spring,july,7/7/2021,1.19,21.11,7:46,203,2,1,6.5,203-2,0
PA,spring,july,7/7/2021,1.19,21.11,7:38,203,2,1,10.5,203-3,0
PA,spring,july,7/7/2021,1.19,21.11,7:38,203,2,1,10.5,203-4,1
PA,spring,july,7/7/2021,1.19,21.11,7:30,204,2,2,6.5,204-1,1
PA,spring,july,7/7/2021,1.19,21.11,7:30,204,2,2,6.5,204-2,0
PA,spring,july,7/7/2021,1.19,21.11,7:20,204,2,2,10.5,204-3,0
PA,spring,july,7/7/2021,1.19,21.11,7:20,204,2,2,10.5,204-4,0
PA,spring,july,7/7/2021,1.19,21.11,7:18,301,3,4,6.5,301-1,0
PA,spring,july,7/7/2021,1.19,21.11,7:18,301,3,4,6.5,301-2,0
PA,spring,july,7/7/2021,1.19,21.11,7:29,301,3,4,10.5,301-3,0
PA,spring,july,7/7/2021,1.19,21.11,7:29,301,3,4,10.5,301-4,0
PA,spring,july,7/7/2021,1.19,21.11,7:38,302,3,2,6.5,302-1,0
PA,spring,july,7/7/2021,1.19,21.11,7:38,302,3,2,6.5,302-2,0
PA,spring,july,7/7/2021,1.19,21.11,7:44,302,3,2,10.5,302-3,0
PA,spring,july,7/7/2021,1.19,21.11,7:44,302,3,2,10.5,302-4,0
PA,spring,july,7/7/2021,1.19,21.11,7:46,303,3,3,6.5,303-1,0
PA,spring,july,7/7/2021,1.19,21.11,7:46,303,3,3,6.5,303-2,1
PA,spring,july,7/7/2021,1.19,21.11,7:38,303,3,3,10.5,303-3,0
PA,spring,july,7/7/2021,1.19,21.11,7:38,303,3,3,10.5,303-4,0
PA,spring,july,7/7/2021,1.19,21.11,7:30,304,3,1,6.5,304-1,0
PA,spring,july,7/7/2021,1.19,21.11,7:30,304,3,1,6.5,304-2,2
PA,spring,july,7/7/2021,1.19,21.11,7:20,304,3,1,10.5,304-3,0
PA,spring,july,7/7/2021,1.19,21.11,7:20,304,3,1,10.5,304-4,1
PA,spring,july,7/7/2021,1.19,21.11,7:18,401,4,1,6.5,401-1,2
PA,spring,july,7/7/2021,1.19,21.11,7:18,401,4,1,6.5,401-2,0
PA,spring,july,7/7/2021,1.19,21.11,7:29,401,4,1,10.5,401-3,0
PA,spring,july,7/7/2021,1.19,21.11,7:29,401,4,1,10.5,401-4,1
PA,spring,july,7/7/2021,1.19,21.11,7:38,402,4,3,6.5,402-1,0
PA,spring,july,7/7/2021,1.19,21.11,7:38,402,4,3,6.5,402-2,0
PA,spring,july,7/7/2021,1.19,21.11,7:44,402,4,3,10.5,402-3,0
PA,spring,july,7/7/2021,1.19,21.11,7:44,402,4,3,10.5,402-4,1
PA,spring,july,7/7/2021,1.19,21.11,7:46,403,4,2,6.5,403-1,0
PA,spring,july,7/7/2021,1.19,21.11,7:46,403,4,2,6.5,403-2,0
PA,spring,july,7/7/2021,1.19,21.11,7:38,403,4,2,10.5,403-3,0
PA,spring,july,7/7/2021,1.19,21.11,7:38,403,4,2,10.5,403-4,1
PA,spring,july,7/7/2021,1.19,21.11,7:30,404,4,4,6.5,404-1,0
PA,spring,july,7/7/2021,1.19,21.11,7:30,404,4,4,6.5,404-2,0
PA,spring,july,7/7/2021,1.19,21.11,7:20,404,4,4,10.5,404-3,0
PA,spring,july,7/7/2021,1.19,21.11,7:20,404,4,4,10.5,404-4,0
PA,spring,july,7/7/2021,1.19,21.11,7:18,501,5,2,6.5,501-1,0
PA,spring,july,7/7/2021,1.19,21.11,7:18,501,5,2,6.5,501-2,0
PA,spring,july,7/7/2021,1.19,21.11,7:29,501,5,2,10.5,501-3,0
PA,spring,july,7/7/2021,1.19,21.11,7:29,501,5,2,10.5,501-4,0
PA,spring,july,7/7/2021,1.19,21.11,7:38,502,5,3,6.5,502-1,0
PA,spring,july,7/7/2021,1.19,21.11,7:38,502,5,3,6.5,502-2,1
PA,spring,july,7/7/2021,1.19,21.11,7:44,502,5,3,10.5,502-3,0
PA,spring,july,7/7/2021,1.19,21.11,7:44,502,5,3,10.5,502-4,0
PA,spring,july,7/7/2021,1.19,21.11,7:46,503,5,1,6.5,503-1,0
PA,spring,july,7/7/2021,1.19,21.11,7:46,503,5,1,6.5,503-2,0
PA,spring,july,7/7/2021,1.19,21.11,7:38,503,5,1,10.5,503-3,0
PA,spring,july,7/7/2021,1.19,21.11,7:38,503,5,1,10.5,503-4,1
PA,spring,july,7/7/2021,1.19,21.11,7:30,504,5,4,6.5,504-1,0
PA,spring,july,7/7/2021,1.19,21.11,7:30,504,5,4,6.5,504-2,0
PA,spring,july,7/7/2021,1.19,21.11,7:20,504,5,4,10.5,504-3,0
PA,spring,july,7/7/2021,1.19,21.11,7:20,504,5,4,10.5,504-4,0
PA,fall,september,9/13/2021,1.83,20.67,7:53,101,1,1,6.5,101-1,0
PA,fall,september,9/13/2021,1.83,20.67,7:53,101,1,1,6.5,101-2,1
PA,fall,september,9/13/2021,1.83,20.67,7:58,101,1,1,10.5,101-3,0
PA,fall,september,9/13/2021,1.83,20.67,7:58,101,1,1,10.5,101-4,0
PA,fall,september,9/13/2021,1.83,20.67,8:03,102,1,3,6.5,102-1,0
PA,fall,september,9/13/2021,1.83,20.67,8:03,102,1,3,6.5,102-2,1
PA,fall,september,9/13/2021,1.83,20.67,8:07,102,1,3,10.5,102-3,0
PA,fall,september,9/13/2021,1.83,20.67,8:07,102,1,3,10.5,102-4,0
PA,fall,september,9/13/2021,1.83,20.67,8:16,103,1,2,6.5,103-1,0
PA,fall,september,9/13/2021,1.83,20.67,8:16,103,1,2,6.5,103-2,0
PA,fall,september,9/13/2021,1.83,20.67,8:20,103,1,2,10.5,103-3,0
PA,fall,september,9/13/2021,1.83,20.67,8:20,103,1,2,10.5,103-4,0
PA,fall,september,9/13/2021,1.83,20.67,8:26,104,1,4,6.5,104-1,0
PA,fall,september,9/13/2021,1.83,20.67,8:26,104,1,4,6.5,104-2,0
PA,fall,september,9/13/2021,1.83,20.67,8:31,104,1,4,10.5,104-3,0
PA,fall,september,9/13/2021,1.83,20.67,8:31,104,1,4,10.5,104-4,0
PA,fall,september,9/13/2021,1.83,20.67,7:53,201,2,3,6.5,201-1,0
PA,fall,september,9/13/2021,1.83,20.67,7:53,201,2,3,6.5,201-2,0
PA,fall,september,9/13/2021,1.83,20.67,7:58,201,2,3,10.5,201-3,0
PA,fall,september,9/13/2021,1.83,20.67,7:58,201,2,3,10.5,201-4,0
PA,fall,september,9/13/2021,1.83,20.67,8:03,202,2,4,6.5,202-1,0
PA,fall,september,9/13/2021,1.83,20.67,8:03,202,2,4,6.5,202-2,0
PA,fall,september,9/13/2021,1.83,20.67,8:07,202,2,4,10.5,202-3,0
PA,fall,september,9/13/2021,1.83,20.67,8:07,202,2,4,10.5,202-4,0
PA,fall,september,9/13/2021,1.83,20.67,8:16,203,2,1,6.5,203-1,0
PA,fall,september,9/13/2021,1.83,20.67,8:16,203,2,1,6.5,203-2,0
PA,fall,september,9/13/2021,1.83,20.67,8:20,203,2,1,10.5,203-3,0
PA,fall,september,9/13/2021,1.83,20.67,8:20,203,2,1,10.5,203-4,0
PA,fall,september,9/13/2021,1.83,20.67,8:26,204,2,2,6.5,204-1,0
PA,fall,september,9/13/2021,1.83,20.67,8:26,204,2,2,6.5,204-2,0
PA,fall,september,9/13/2021,1.83,20.67,8:31,204,2,2,10.5,204-3,0
PA,fall,september,9/13/2021,1.83,20.67,8:31,204,2,2,10.5,204-4,0
PA,fall,september,9/13/2021,1.83,20.67,7:53,301,3,4,6.5,301-1,0
PA,fall,september,9/13/2021,1.83,20.67,7:53,301,3,4,6.5,301-2,0
PA,fall,september,9/13/2021,1.83,20.67,7:58,301,3,4,10.5,301-3,0
PA,fall,september,9/13/2021,1.83,20.67,7:58,301,3,4,10.5,301-4,0
PA,fall,september,9/13/2021,1.83,20.67,8:03,302,3,2,6.5,302-1,0
PA,fall,september,9/13/2021,1.83,20.67,8:03,302,3,2,6.5,302-2,0
PA,fall,september,9/13/2021,1.83,20.67,8:07,302,3,2,10.5,302-3,0
PA,fall,september,9/13/2021,1.83,20.67,8:07,302,3,2,10.5,302-4,0
PA,fall,september,9/13/2021,1.83,20.67,8:16,303,3,3,6.5,303-1,0
PA,fall,september,9/13/2021,1.83,20.67,8:16,303,3,3,6.5,303-2,0
PA,fall,september,9/13/2021,1.83,20.67,8:20,303,3,3,10.5,303-3,0
PA,fall,september,9/13/2021,1.83,20.67,8:20,303,3,3,10.5,303-4,0
PA,fall,september,9/13/2021,1.83,20.67,8:26,304,3,1,6.5,304-1,0
PA,fall,september,9/13/2021,1.83,20.67,8:26,304,3,1,6.5,304-2,0
PA,fall,september,9/13/2021,1.83,20.67,8:31,304,3,1,10.5,304-3,1
PA,fall,september,9/13/2021,1.83,20.67,8:31,304,3,1,10.5,304-4,0
PA,fall,september,9/13/2021,1.83,20.67,7:53,401,4,1,6.5,401-1,0
PA,fall,september,9/13/2021,1.83,20.67,7:53,401,4,1,6.5,401-2,0
PA,fall,september,9/13/2021,1.83,20.67,7:58,401,4,1,10.5,401-3,0
PA,fall,september,9/13/2021,1.83,20.67,7:58,401,4,1,10.5,401-4,0
PA,fall,september,9/13/2021,1.83,20.67,8:03,402,4,3,6.5,402-1,0
PA,fall,september,9/13/2021,1.83,20.67,8:03,402,4,3,6.5,402-2,0
PA,fall,september,9/13/2021,1.83,20.67,8:07,402,4,3,10.5,402-3,0
PA,fall,september,9/13/2021,1.83,20.67,8:07,402,4,3,10.5,402-4,1
PA,fall,september,9/13/2021,1.83,20.67,8:16,403,4,2,6.5,403-1,0
PA,fall,september,9/13/2021,1.83,20.67,8:16,403,4,2,6.5,403-2,0
PA,fall,september,9/13/2021,1.83,20.67,8:20,403,4,2,10.5,403-3,0
PA,fall,september,9/13/2021,1.83,20.67,8:20,403,4,2,10.5,403-4,0
PA,fall,september,9/13/2021,1.83,20.67,8:26,404,4,4,6.5,404-1,0
PA,fall,september,9/13/2021,1.83,20.67,8:26,404,4,4,6.5,404-2,0
PA,fall,september,9/13/2021,1.83,20.67,8:31,404,4,4,10.5,404-3,0
PA,fall,september,9/13/2021,1.83,20.67,8:31,404,4,4,10.5,404-4,0
PA,fall,september,9/13/2021,1.83,20.67,7:53,501,5,2,6.5,501-1,0
PA,fall,september,9/13/2021,1.83,20.67,7:53,501,5,2,6.5,501-2,0
PA,fall,september,9/13/2021,1.83,20.67,7:58,501,5,2,10.5,501-3,0
PA,fall,september,9/13/2021,1.83,20.67,7:58,501,5,2,10.5,501-4,0
PA,fall,september,9/13/2021,1.83,20.67,8:03,502,5,3,6.5,502-1,0
PA,fall,september,9/13/2021,1.83,20.67,8:03,502,5,3,6.5,502-2,0
PA,fall,september,9/13/2021,1.83,20.67,8:07,502,5,3,10.5,502-3,0
PA,fall,september,9/13/2021,1.83,20.67,8:07,502,5,3,10.5,502-4,0
PA,fall,september,9/13/2021,1.83,20.67,8:16,503,5,1,6.5,503-1,0
PA,fall,september,9/13/2021,1.83,20.67,8:16,503,5,1,6.5,503-2,0
PA,fall,september,9/13/2021,1.83,20.67,8:20,503,5,1,10.5,503-3,0
PA,fall,september,9/13/2021,1.83,20.67,8:20,503,5,1,10.5,503-4,0
PA,fall,september,9/13/2021,1.83,20.67,8:26,504,5,4,6.5,504-1,0
PA,fall,september,9/13/2021,1.83,20.67,8:26,504,5,4,6.5,504-2,0
PA,fall,september,9/13/2021,1.83,20.67,8:31,504,5,4,10.5,504-3,0
PA,fall,september,9/13/2021,1.83,20.67,8:31,504,5,4,10.5,504-4,0
PA,fall,september,9/24/2021,8.86,8.89,7:50,101,1,1,6.5,101-1,3
PA,fall,september,9/24/2021,8.86,8.89,7:50,101,1,1,6.5,101-2,1
PA,fall,september,9/24/2021,8.86,8.89,7:55,101,1,1,10.5,101-3,0
PA,fall,september,9/24/2021,8.86,8.89,7:55,101,1,1,10.5,101-4,1
PA,fall,september,9/24/2021,8.86,8.89,8:01,102,1,3,6.5,102-1,0
PA,fall,september,9/24/2021,8.86,8.89,8:01,102,1,3,6.5,102-2,0
PA,fall,september,9/24/2021,8.86,8.89,8:07,102,1,3,10.5,102-3,0
PA,fall,september,9/24/2021,8.86,8.89,8:07,102,1,3,10.5,102-4,1
PA,fall,september,9/24/2021,8.86,8.89,8:12,103,1,2,6.5,103-1,0
PA,fall,september,9/24/2021,8.86,8.89,8:12,103,1,2,6.5,103-2,1
PA,fall,september,9/24/2021,8.86,8.89,8:17,103,1,2,10.5,103-3,3
PA,fall,september,9/24/2021,8.86,8.89,8:17,103,1,2,10.5,103-4,0
PA,fall,september,9/24/2021,8.86,8.89,8:24,104,1,4,6.5,104-1,1
PA,fall,september,9/24/2021,8.86,8.89,8:24,104,1,4,6.5,104-2,1
PA,fall,september,9/24/2021,8.86,8.89,8:29,104,1,4,10.5,104-3,0
PA,fall,september,9/24/2021,8.86,8.89,8:29,104,1,4,10.5,104-4,0
PA,fall,september,9/24/2021,8.86,8.89,7:50,201,2,3,6.5,201-1,1
PA,fall,september,9/24/2021,8.86,8.89,7:50,201,2,3,6.5,201-2,1
PA,fall,september,9/24/2021,8.86,8.89,7:55,201,2,3,10.5,201-3,0
